Shipment ID,Origin,Destination,Status,Estimated Arrival Time
3642,Los Angeles,Los Angeles,In Transit,2024-08-16 02:40:55.777912
3643,Phoenix,Chicago,Delivered,2024-08-16 04:40:55.777916
3644,Phoenix,New York,Delivered,2024-08-16 16:40:55.777920
3645,Phoenix,Los Angeles,Delayed,2024-08-16 15:40:55.777924
3646,Los Angeles,New York,Delivered,2024-08-16 08:40:55.777928
3647,Phoenix,Los Angeles,Delivered,2024-08-16 15:40:55.777932
3648,Los Angeles,Phoenix,Delayed,2024-08-16 16:40:55.777937
3649,Los Angeles,New York,Delivered,2024-08-16 14:40:55.777941
3650,Chicago,New York,Delivered,2024-08-16 20:40:55.777945
3651,Los Angeles,Phoenix,Delayed,2024-08-16 16:40:55.777949
3652,New York,New York,Delayed,2024-08-16 03:40:55.777954
3653,New York,Los Angeles,Delivered,2024-08-16 17:40:55.777958
3654,Phoenix,Chicago,Delivered,2024-08-16 21:40:55.777962
3655,New York,New York,Delayed,2024-08-16 10:40:55.777966
3656,Chicago,Phoenix,Delayed,2024-08-16 14:40:55.777970
3657,New York,Chicago,Delayed,2024-08-16 02:40:55.777974
3658,Los Angeles,New York,In Transit,2024-08-16 13:40:55.777979
3659,New York,Los Angeles,Delivered,2024-08-16 06:40:55.777983
3660,Houston,Houston,Delayed,2024-08-16 12:40:55.777987
3661,Chicago,Houston,In Transit,2024-08-16 13:40:55.777991
3662,Phoenix,Chicago,Delivered,2024-08-16 12:40:55.777995
3663,Houston,Phoenix,Delivered,2024-08-16 21:40:55.777999
3664,Chicago,New York,Delayed,2024-08-16 04:40:55.778003
3665,Chicago,Houston,In Transit,2024-08-16 07:40:55.778007
3666,Chicago,Houston,Delayed,2024-08-16 04:40:55.778012
3667,New York,New York,In Transit,2024-08-16 04:40:55.778016
3668,New York,New York,In Transit,2024-08-16 03:40:55.778020
3669,Houston,Phoenix,Delayed,2024-08-16 02:40:55.778024
3670,Houston,New York,Delivered,2024-08-16 02:40:55.778028
3671,Los Angeles,Houston,Delivered,2024-08-16 07:40:55.778033
3672,Los Angeles,New York,Delivered,2024-08-16 04:40:55.778037
3673,Los Angeles,Los Angeles,In Transit,2024-08-16 07:40:55.778041
3674,Chicago,Houston,Delivered,2024-08-16 14:40:55.778045
3675,Phoenix,Chicago,In Transit,2024-08-16 03:40:55.778049
3676,Los Angeles,Phoenix,Delivered,2024-08-16 09:40:55.778053
3677,Houston,Houston,Delayed,2024-08-16 09:40:55.778058
3678,Phoenix,New York,Delayed,2024-08-16 04:40:55.778062
3679,Los Angeles,Phoenix,In Transit,2024-08-16 14:40:55.778066
3680,New York,Phoenix,In Transit,2024-08-16 16:40:55.778070
3681,Los Angeles,Chicago,Delivered,2024-08-16 21:40:55.778074
3682,Los Angeles,Los Angeles,Delivered,2024-08-16 20:40:55.778078
3683,Chicago,Los Angeles,In Transit,2024-08-17 00:40:55.778083
3684,Chicago,New York,Delivered,2024-08-16 23:40:55.778087
3685,Los Angeles,Los Angeles,In Transit,2024-08-16 21:40:55.778091
3686,Chicago,Phoenix,Delivered,2024-08-16 18:40:55.778095
3687,New York,New York,Delivered,2024-08-16 19:40:55.778099
3688,Phoenix,Los Angeles,In Transit,2024-08-16 05:40:55.778104
3689,Phoenix,New York,Delayed,2024-08-16 20:40:55.778108
3690,Chicago,Phoenix,Delayed,2024-08-16 02:40:55.778112
3691,Los Angeles,Phoenix,Delivered,2024-08-16 02:40:55.778116
3692,New York,Houston,In Transit,2024-08-16 07:40:55.778120
3693,New York,Los Angeles,Delivered,2024-08-16 22:40:55.778125
3694,Houston,Los Angeles,Delivered,2024-08-16 10:40:55.778129
3695,Chicago,Chicago,Delayed,2024-08-16 13:40:55.778133
3696,Houston,Los Angeles,Delayed,2024-08-16 07:40:55.778137
3697,Chicago,New York,Delivered,2024-08-16 10:40:55.778141
3698,Houston,New York,Delayed,2024-08-16 18:40:55.778145
3699,Los Angeles,Phoenix,Delivered,2024-08-16 08:40:55.778150
3700,Chicago,New York,Delayed,2024-08-16 20:40:55.778154
3701,Phoenix,Chicago,Delivered,2024-08-16 07:40:55.778158
3702,Chicago,Phoenix,Delayed,2024-08-16 12:40:55.778162
3703,Phoenix,Phoenix,In Transit,2024-08-16 05:40:55.778166
3704,Houston,Phoenix,Delivered,2024-08-16 23:40:55.778170
3705,Houston,Los Angeles,Delivered,2024-08-16 20:40:55.778175
3706,Los Angeles,New York,Delayed,2024-08-16 22:40:55.778179
3707,Phoenix,Los Angeles,Delivered,2024-08-16 02:40:55.778183
3708,Los Angeles,Houston,In Transit,2024-08-16 15:40:55.778187
3709,New York,Phoenix,Delayed,2024-08-16 09:40:55.778191
3710,Phoenix,Houston,In Transit,2024-08-16 18:40:55.778196
3711,Chicago,Los Angeles,Delayed,2024-08-16 05:40:55.778200
3712,Phoenix,New York,Delayed,2024-08-16 07:40:55.778205
3713,Houston,Phoenix,Delayed,2024-08-16 19:40:55.778210
3714,Los Angeles,Houston,Delayed,2024-08-16 18:40:55.778214
3715,New York,Houston,In Transit,2024-08-16 22:40:55.778218
3716,Los Angeles,Phoenix,Delivered,2024-08-16 05:40:55.778222
3717,New York,Chicago,In Transit,2024-08-16 05:40:55.778226
3718,Houston,Phoenix,Delivered,2024-08-16 12:40:55.778231
3719,Los Angeles,Houston,In Transit,2024-08-16 23:40:55.778235
3720,Chicago,Los Angeles,Delayed,2024-08-16 22:40:55.778239
3721,Chicago,Los Angeles,Delayed,2024-08-16 11:40:55.778243
3722,Los Angeles,Houston,In Transit,2024-08-16 22:40:55.778247
3723,Los Angeles,Los Angeles,Delivered,2024-08-16 07:40:55.778252
3724,New York,Los Angeles,Delayed,2024-08-16 17:40:55.778256
3725,Los Angeles,Chicago,Delayed,2024-08-16 22:40:55.778260
3726,New York,Houston,Delayed,2024-08-16 20:40:55.778264
3727,Los Angeles,New York,Delayed,2024-08-16 21:40:55.778268
3728,Los Angeles,Chicago,In Transit,2024-08-16 12:40:55.778273
3729,Phoenix,Houston,Delayed,2024-08-16 09:40:55.778277
3730,New York,Los Angeles,In Transit,2024-08-16 12:40:55.778281
3731,Houston,Los Angeles,Delivered,2024-08-16 11:40:55.778285
3732,Chicago,New York,Delivered,2024-08-16 16:40:55.778289
3733,New York,Los Angeles,In Transit,2024-08-16 21:40:55.778294
3734,Los Angeles,New York,In Transit,2024-08-16 21:40:55.778298
3735,Chicago,Los Angeles,In Transit,2024-08-16 03:40:55.778302
3736,Los Angeles,Phoenix,Delivered,2024-08-16 09:40:55.778306
3737,Houston,Phoenix,In Transit,2024-08-17 00:40:55.778310
3738,New York,Los Angeles,Delayed,2024-08-16 13:40:55.778315
3739,New York,New York,Delayed,2024-08-16 03:40:55.778319
3740,Los Angeles,New York,Delayed,2024-08-16 10:40:55.778323
3741,Los Angeles,Chicago,In Transit,2024-08-16 05:40:55.778327
3742,New York,Phoenix,In Transit,2024-08-16 08:40:55.778331
3743,Los Angeles,Chicago,Delivered,2024-08-16 10:40:55.778336
3744,New York,New York,In Transit,2024-08-16 15:40:55.778340
3745,Phoenix,Los Angeles,In Transit,2024-08-16 04:40:55.778344
3746,Houston,Phoenix,Delayed,2024-08-16 12:40:55.778348
3747,New York,Houston,Delayed,2024-08-16 22:40:55.778352
3748,Houston,Los Angeles,In Transit,2024-08-16 20:40:55.778357
3749,Houston,New York,Delayed,2024-08-16 08:40:55.778361
3750,Phoenix,Phoenix,Delayed,2024-08-16 11:40:55.778365
3751,New York,New York,In Transit,2024-08-16 22:40:55.778369
3752,Los Angeles,New York,Delivered,2024-08-16 13:40:55.778374
3753,Los Angeles,Houston,Delayed,2024-08-16 04:40:55.778378
3754,New York,New York,Delivered,2024-08-16 09:40:55.778382
3755,New York,New York,Delayed,2024-08-16 18:40:55.778387
3756,Houston,New York,Delayed,2024-08-16 22:40:55.778391
3757,Houston,Houston,Delayed,2024-08-16 22:40:55.778395
3758,Chicago,Chicago,Delayed,2024-08-16 14:40:55.778399
3759,Houston,New York,Delivered,2024-08-16 04:40:55.778403
3760,New York,New York,In Transit,2024-08-17 00:40:55.778407
3761,Chicago,Los Angeles,Delayed,2024-08-16 06:40:55.778411
3762,Houston,Phoenix,Delayed,2024-08-16 10:40:55.778416
3763,Los Angeles,Phoenix,Delayed,2024-08-16 18:40:55.778420
3764,Houston,Phoenix,Delayed,2024-08-16 22:40:55.778424
3765,Houston,Phoenix,In Transit,2024-08-16 17:40:55.778428
3766,Houston,Phoenix,Delivered,2024-08-16 03:40:55.778432
3767,Houston,Los Angeles,Delivered,2024-08-16 08:40:55.778437
3768,Phoenix,Houston,Delivered,2024-08-16 08:40:55.778441
3769,New York,Phoenix,In Transit,2024-08-16 06:40:55.778445
3770,Chicago,Los Angeles,Delivered,2024-08-16 03:40:55.778449
3771,New York,Los Angeles,Delivered,2024-08-16 22:40:55.778453
3772,Houston,New York,In Transit,2024-08-16 17:40:55.778458
3773,Los Angeles,Phoenix,In Transit,2024-08-16 13:40:55.778462
3774,Chicago,Los Angeles,In Transit,2024-08-16 17:40:55.778466
3775,New York,Los Angeles,Delayed,2024-08-16 12:40:55.778470
3776,Los Angeles,Los Angeles,Delivered,2024-08-16 23:40:55.778474
3777,Houston,Los Angeles,Delivered,2024-08-16 13:40:55.778478
3778,Los Angeles,Chicago,In Transit,2024-08-16 20:40:55.778483
3779,New York,Los Angeles,Delayed,2024-08-16 12:40:55.778487
3780,Chicago,Houston,In Transit,2024-08-16 14:40:55.778491
3781,New York,Houston,Delayed,2024-08-16 18:40:55.778495
3782,Los Angeles,Phoenix,In Transit,2024-08-17 00:40:55.778499
3783,Los Angeles,Phoenix,Delayed,2024-08-17 00:40:55.778503
3784,New York,Phoenix,In Transit,2024-08-16 20:40:55.778508
3785,New York,Los Angeles,Delivered,2024-08-16 04:40:55.778512
3786,New York,Phoenix,In Transit,2024-08-16 13:40:55.778516
3787,Los Angeles,Phoenix,Delayed,2024-08-16 08:40:55.778520
3788,Phoenix,Houston,Delayed,2024-08-16 03:40:55.778524
3789,New York,Phoenix,In Transit,2024-08-16 23:40:55.778528
3790,Houston,New York,Delivered,2024-08-16 11:40:55.778533
3791,Los Angeles,Los Angeles,Delivered,2024-08-16 12:40:55.778537
3792,Phoenix,Los Angeles,Delivered,2024-08-16 05:40:55.778541
3793,Chicago,Los Angeles,Delivered,2024-08-16 22:40:55.778546
3794,Phoenix,New York,Delayed,2024-08-16 13:40:55.778550
3795,Chicago,Chicago,Delayed,2024-08-16 06:40:55.778554
3796,Phoenix,Chicago,Delivered,2024-08-16 23:40:55.778564
3797,Los Angeles,Houston,Delivered,2024-08-16 13:40:55.778568
3798,Houston,Chicago,In Transit,2024-08-16 20:40:55.778572
3799,Los Angeles,New York,Delivered,2024-08-16 08:40:55.778577
3800,Phoenix,Houston,In Transit,2024-08-16 12:40:55.778581
3801,Phoenix,Los Angeles,Delivered,2024-08-16 23:40:55.778585
3802,Chicago,Phoenix,Delayed,2024-08-16 11:40:55.778589
3803,New York,Los Angeles,Delivered,2024-08-16 08:40:55.778594
3804,Los Angeles,Phoenix,In Transit,2024-08-16 12:40:55.778598
3805,Chicago,Phoenix,Delayed,2024-08-16 11:40:55.778602
3806,Phoenix,Los Angeles,Delayed,2024-08-16 07:40:55.778607
3807,Phoenix,New York,Delivered,2024-08-16 13:40:55.778611
3808,New York,Los Angeles,In Transit,2024-08-16 21:40:55.778615
3809,Los Angeles,New York,In Transit,2024-08-16 06:40:55.778619
3810,Phoenix,Chicago,In Transit,2024-08-16 17:40:55.778623
3811,Houston,Chicago,Delayed,2024-08-16 23:40:55.778628
3812,New York,Los Angeles,Delayed,2024-08-16 20:40:55.778632
3813,New York,New York,Delivered,2024-08-16 16:40:55.778636
3814,Chicago,Los Angeles,In Transit,2024-08-16 09:40:55.778640
3815,Chicago,New York,In Transit,2024-08-16 08:40:55.778644
3816,Chicago,New York,Delayed,2024-08-16 04:40:55.778649
3817,Phoenix,Los Angeles,Delayed,2024-08-16 11:40:55.778653
3818,New York,New York,In Transit,2024-08-16 05:40:55.778657
3819,Los Angeles,New York,Delivered,2024-08-16 10:40:55.778661
3820,Houston,Houston,Delivered,2024-08-16 10:40:55.778665
3821,Phoenix,Houston,Delivered,2024-08-16 05:40:55.778670
3822,Phoenix,Phoenix,Delayed,2024-08-16 18:40:55.778674
3823,Los Angeles,New York,Delivered,2024-08-16 10:40:55.778678
3824,Phoenix,Phoenix,Delayed,2024-08-16 11:40:55.778682
3825,Los Angeles,Chicago,In Transit,2024-08-17 00:40:55.778686
3826,Los Angeles,New York,In Transit,2024-08-16 22:40:55.778691
3827,New York,Chicago,In Transit,2024-08-16 02:40:55.778695
3828,Phoenix,Houston,In Transit,2024-08-16 03:40:55.778699
3829,Phoenix,Chicago,Delayed,2024-08-17 00:40:55.778703
3830,Houston,Chicago,In Transit,2024-08-16 20:40:55.778708
3831,Los Angeles,Los Angeles,In Transit,2024-08-16 22:40:55.778712
3832,Houston,New York,Delivered,2024-08-16 06:40:55.778716
3833,Houston,New York,Delayed,2024-08-16 18:40:55.778720
3834,Houston,Phoenix,In Transit,2024-08-16 14:40:55.778724
3835,Chicago,Chicago,Delayed,2024-08-16 20:40:55.778729
3836,New York,Houston,Delayed,2024-08-16 02:40:55.778733
3837,Los Angeles,Houston,Delayed,2024-08-16 14:40:55.778737
3838,Phoenix,Chicago,Delayed,2024-08-16 21:40:55.778741
3839,Chicago,Los Angeles,Delivered,2024-08-16 23:40:55.778745
3840,Chicago,Chicago,In Transit,2024-08-17 00:40:55.778749
3841,Chicago,Chicago,In Transit,2024-08-16 06:40:55.778753
3842,Phoenix,Houston,Delayed,2024-08-16 09:40:55.778758
3843,Chicago,Chicago,Delivered,2024-08-16 11:40:55.778762
3844,Chicago,Phoenix,Delivered,2024-08-16 15:40:55.778766
3845,Phoenix,Houston,Delivered,2024-08-16 23:40:55.778770
3846,New York,Houston,Delayed,2024-08-16 08:40:55.778774
3847,Chicago,Los Angeles,Delayed,2024-08-16 06:40:55.778779
3848,Los Angeles,Chicago,In Transit,2024-08-16 02:40:55.778783
3849,New York,Houston,Delivered,2024-08-16 13:40:55.778787
3850,Phoenix,Chicago,In Transit,2024-08-16 06:40:55.778791
3851,New York,New York,In Transit,2024-08-16 17:40:55.778796
3852,New York,Los Angeles,Delivered,2024-08-16 11:40:55.778800
3853,Houston,Houston,Delayed,2024-08-16 08:40:55.778804
3854,Phoenix,Phoenix,Delayed,2024-08-16 15:40:55.778808
3855,New York,Los Angeles,Delivered,2024-08-16 15:40:55.778812
3856,Phoenix,Chicago,In Transit,2024-08-16 05:40:55.778817
3857,Chicago,Los Angeles,Delivered,2024-08-16 13:40:55.778821
3858,Phoenix,New York,In Transit,2024-08-16 09:40:55.778825
3859,New York,Los Angeles,Delivered,2024-08-16 05:40:55.778829
3860,Phoenix,Houston,Delivered,2024-08-16 05:40:55.778833
3861,Houston,New York,Delivered,2024-08-16 06:40:55.778838
3862,Houston,Chicago,Delivered,2024-08-16 11:40:55.778842
3863,Houston,New York,Delayed,2024-08-16 19:40:55.778846
3864,Phoenix,Phoenix,Delivered,2024-08-16 04:40:55.778850
3865,New York,Los Angeles,In Transit,2024-08-16 23:40:55.778854
3866,Chicago,Chicago,In Transit,2024-08-16 23:40:55.778859
3867,Los Angeles,Houston,In Transit,2024-08-16 15:40:55.778863
3868,Chicago,Phoenix,Delivered,2024-08-16 12:40:55.778867
3869,Houston,Los Angeles,Delayed,2024-08-16 17:40:55.778871
3870,New York,Houston,In Transit,2024-08-16 07:40:55.778875
3871,Phoenix,Phoenix,Delayed,2024-08-16 07:40:55.778879
3872,Phoenix,Los Angeles,In Transit,2024-08-16 08:40:55.778884
3873,New York,Houston,Delayed,2024-08-16 08:40:55.778894
3874,New York,Chicago,In Transit,2024-08-16 03:40:55.778898
3875,Houston,Los Angeles,Delayed,2024-08-16 10:40:55.778902
3876,Houston,Houston,Delivered,2024-08-16 13:40:55.778907
3877,New York,Phoenix,Delayed,2024-08-16 12:40:55.778911
3878,Houston,Chicago,In Transit,2024-08-16 23:40:55.778915
3879,Los Angeles,Phoenix,In Transit,2024-08-16 07:40:55.778919
3880,Phoenix,Chicago,Delivered,2024-08-16 11:40:55.778925
3881,Houston,Houston,In Transit,2024-08-16 23:40:55.778929
3882,Houston,Los Angeles,Delayed,2024-08-16 19:40:55.778934
3883,Houston,Houston,Delivered,2024-08-16 20:40:55.778938
3884,New York,Phoenix,In Transit,2024-08-16 04:40:55.778942
3885,Los Angeles,New York,In Transit,2024-08-16 10:40:55.778946
3886,Houston,Houston,Delayed,2024-08-16 12:40:55.778950
3887,Los Angeles,Chicago,Delayed,2024-08-16 02:40:55.778955
3888,Los Angeles,Phoenix,Delayed,2024-08-16 03:40:55.778959
3889,New York,Houston,Delayed,2024-08-16 13:40:55.778963
3890,Houston,Phoenix,In Transit,2024-08-16 04:40:55.778967
3891,Los Angeles,Chicago,Delayed,2024-08-16 19:40:55.778971
3892,Houston,Chicago,Delivered,2024-08-16 13:40:55.778976
3893,Houston,Chicago,Delivered,2024-08-16 17:40:55.778980
3894,Chicago,Los Angeles,In Transit,2024-08-16 07:40:55.778984
3895,Phoenix,Houston,Delayed,2024-08-16 19:40:55.778988
3896,Houston,Los Angeles,In Transit,2024-08-16 07:40:55.778992
3897,New York,Chicago,In Transit,2024-08-16 13:40:55.778997
3898,Phoenix,New York,Delivered,2024-08-16 04:40:55.779001
3899,New York,Houston,Delayed,2024-08-16 10:40:55.779005
3900,New York,Houston,In Transit,2024-08-16 13:40:55.779009
3901,New York,Phoenix,Delivered,2024-08-16 09:40:55.779013
3902,Chicago,Los Angeles,Delivered,2024-08-16 14:40:55.779017
3903,Phoenix,New York,In Transit,2024-08-17 00:40:55.779022
3904,New York,Los Angeles,Delayed,2024-08-16 22:40:55.779026
3905,Chicago,Los Angeles,Delayed,2024-08-16 02:40:55.779030
3906,Phoenix,Chicago,In Transit,2024-08-17 00:40:55.779034
3907,New York,Houston,Delivered,2024-08-16 03:40:55.779039
3908,New York,Los Angeles,Delayed,2024-08-16 23:40:55.779043
3909,Houston,New York,In Transit,2024-08-16 21:40:55.779047
3910,Phoenix,Houston,Delayed,2024-08-16 16:40:55.779051
3911,Los Angeles,Houston,In Transit,2024-08-16 13:40:55.779055
3912,New York,Los Angeles,Delayed,2024-08-16 21:40:55.779060
3913,New York,Los Angeles,Delivered,2024-08-16 11:40:55.779064
3914,New York,New York,In Transit,2024-08-16 19:40:55.779068
3915,Houston,New York,In Transit,2024-08-16 06:40:55.779072
3916,Houston,Houston,In Transit,2024-08-16 04:40:55.779076
3917,Houston,Phoenix,In Transit,2024-08-16 08:40:55.779080
3918,Phoenix,Houston,Delayed,2024-08-16 23:40:55.779085
3919,Chicago,Phoenix,In Transit,2024-08-16 07:40:55.779089
3920,Phoenix,New York,Delivered,2024-08-16 20:40:55.779093
3921,Chicago,Chicago,Delayed,2024-08-16 18:40:55.779097
3922,Los Angeles,Los Angeles,Delayed,2024-08-16 08:40:55.779101
3923,Phoenix,Los Angeles,In Transit,2024-08-16 17:40:55.779105
3924,New York,Los Angeles,Delivered,2024-08-16 17:40:55.779110
3925,Los Angeles,Phoenix,Delivered,2024-08-16 08:40:55.779114
3926,New York,Phoenix,Delayed,2024-08-16 11:40:55.779118
3927,Chicago,Houston,In Transit,2024-08-16 15:40:55.779122
3928,Houston,New York,Delayed,2024-08-16 22:40:55.779126
3929,Chicago,Chicago,In Transit,2024-08-16 03:40:55.779130
3930,Phoenix,Phoenix,Delivered,2024-08-16 18:40:55.779135
3931,Los Angeles,Houston,In Transit,2024-08-16 16:40:55.779139
3932,Los Angeles,Houston,In Transit,2024-08-16 23:40:55.779143
3933,Los Angeles,New York,In Transit,2024-08-16 03:40:55.779147
3934,Chicago,Houston,Delayed,2024-08-16 09:40:55.779151
3935,Phoenix,Chicago,Delayed,2024-08-16 21:40:55.779155
3936,Houston,New York,Delayed,2024-08-16 21:40:55.779160
3937,Los Angeles,Los Angeles,Delayed,2024-08-16 16:40:55.779164
3938,Houston,Chicago,Delayed,2024-08-16 22:40:55.779168
3939,Los Angeles,Los Angeles,Delivered,2024-08-16 23:40:55.779172
3940,Los Angeles,Chicago,Delivered,2024-08-16 16:40:55.779176
3941,Chicago,Los Angeles,In Transit,2024-08-16 05:40:55.779180
3942,New York,Houston,Delivered,2024-08-16 10:40:55.779184
3943,Los Angeles,Phoenix,Delayed,2024-08-16 19:40:55.779189
3944,New York,Phoenix,In Transit,2024-08-16 10:40:55.779193
3945,Chicago,Chicago,Delivered,2024-08-16 11:40:55.779197
3946,Los Angeles,Los Angeles,In Transit,2024-08-17 00:40:55.779201
3947,Phoenix,Chicago,Delayed,2024-08-16 03:40:55.779205
3948,Los Angeles,Houston,Delayed,2024-08-16 05:40:55.779210
3949,Los Angeles,Phoenix,Delivered,2024-08-16 02:40:55.779214
3950,Phoenix,Los Angeles,Delayed,2024-08-16 05:40:55.779218
3951,Phoenix,Los Angeles,In Transit,2024-08-16 14:40:55.779222
3952,Los Angeles,Houston,In Transit,2024-08-17 00:40:55.779226
3953,Houston,Phoenix,In Transit,2024-08-16 22:40:55.779230
3954,Chicago,Los Angeles,Delivered,2024-08-16 10:40:55.779235
3955,Houston,Phoenix,In Transit,2024-08-16 09:40:55.779239
3956,Los Angeles,New York,In Transit,2024-08-16 16:40:55.779243
3957,New York,Chicago,Delayed,2024-08-16 18:40:55.779247
3958,Phoenix,Houston,Delivered,2024-08-16 15:40:55.779251
3959,Phoenix,Los Angeles,Delivered,2024-08-16 07:40:55.779255
3960,New York,New York,Delivered,2024-08-16 20:40:55.779260
3961,Chicago,Los Angeles,Delivered,2024-08-16 15:40:55.779264
3962,Chicago,New York,Delayed,2024-08-16 08:40:55.779268
3963,Los Angeles,New York,Delivered,2024-08-16 07:40:55.779272
3964,Los Angeles,Phoenix,Delivered,2024-08-16 14:40:55.779278
3965,Phoenix,Houston,In Transit,2024-08-17 00:40:55.779282
3966,New York,Los Angeles,Delivered,2024-08-16 03:40:55.779286
3967,New York,Chicago,Delivered,2024-08-16 06:40:55.779290
3968,Houston,Houston,Delayed,2024-08-16 16:40:55.779295
3969,Chicago,Chicago,Delivered,2024-08-16 16:40:55.779299
3970,Chicago,Los Angeles,Delivered,2024-08-16 07:40:55.779303
3971,Los Angeles,Los Angeles,Delayed,2024-08-16 14:40:55.779307
3972,Los Angeles,Chicago,Delayed,2024-08-16 13:40:55.779311
3973,Chicago,Los Angeles,Delivered,2024-08-16 08:40:55.779316
3974,Houston,New York,Delayed,2024-08-16 10:40:55.779320
3975,Los Angeles,New York,Delivered,2024-08-16 13:40:55.779324
3976,Los Angeles,Los Angeles,In Transit,2024-08-16 05:40:55.779328
3977,Houston,Phoenix,Delayed,2024-08-16 19:40:55.779332
3978,Phoenix,Los Angeles,Delayed,2024-08-16 17:40:55.779337
3979,Chicago,Los Angeles,Delayed,2024-08-16 18:40:55.779341
3980,New York,Chicago,Delivered,2024-08-16 14:40:55.779345
3981,New York,New York,In Transit,2024-08-16 17:40:55.779349
3982,New York,Phoenix,In Transit,2024-08-16 17:40:55.779353
3983,New York,New York,Delivered,2024-08-16 19:40:55.779357
3984,New York,Phoenix,Delayed,2024-08-16 13:40:55.779362
3985,Phoenix,Houston,In Transit,2024-08-16 11:40:55.779366
3986,Chicago,Houston,In Transit,2024-08-16 03:40:55.779370
3987,Los Angeles,Phoenix,Delivered,2024-08-17 00:40:55.779374
3988,New York,Los Angeles,Delayed,2024-08-16 08:40:55.779378
3989,Houston,New York,Delayed,2024-08-16 07:40:55.779383
3990,New York,Chicago,In Transit,2024-08-16 13:40:55.779387
3991,Phoenix,Houston,Delayed,2024-08-16 05:40:55.779391
3992,Chicago,Chicago,Delivered,2024-08-16 19:40:55.779395
3993,Houston,Los Angeles,Delivered,2024-08-16 19:40:55.779399
3994,New York,Phoenix,In Transit,2024-08-16 18:40:55.779403
3995,Phoenix,Chicago,Delivered,2024-08-16 21:40:55.779408
3996,New York,Los Angeles,In Transit,2024-08-16 19:40:55.779412
3997,New York,Los Angeles,Delayed,2024-08-16 23:40:55.779416
3998,Houston,Chicago,In Transit,2024-08-16 02:40:55.779420
3999,Phoenix,New York,Delivered,2024-08-16 20:40:55.779424
4000,Chicago,Houston,In Transit,2024-08-16 19:40:55.779428
